UniversityName,DegreeType,DualCombined,ValidatedDegreeName,Degree,Program,Concentration,Searchtag1,Searchtag2,Searchtag3,SOPHAS,Term,LinkToDepartment,LinkDescription,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,Agricultural Safety and Health,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,Industrial Hygiene,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,Agricultural Safety and Health,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,Industrial Hygiene,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,Agricultural Safety and Health,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,Industrial Hygiene,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,Agricultural Safety and Health,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Masters,,54,MS,Occupational and Enviornmental Health,Industrial Hygiene,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Biostatistics,,3,,,No,5,http://www.public-health.uiowa.edu/biostat/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Community and Behavioral Health,,7,18,6,No,5,http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Community and Behavioral Health,Health Communication,20,18,6,No,5,http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Community and Behavioral Health,Addiction Studies,29,6,,No,5,http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Community and Behavioral Health,,18,,,No,7,http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Community and Behavioral Health,Health Communication,20,18,6,No,7,http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Community and Behavioral Health,Addiction Studies,29,6,,No,7,http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Epidemiology,,11,23,4,No,5,http://www.public-health.uiowa.edu/epi/prosp_students/phd_prog_desc.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Epidemiology,,11,23,4,No,7,http://www.public-health.uiowa.edu/epi/prosp_students/phd_prog_desc.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Epidemiology,,11,23,4,No,4,http://www.public-health.uiowa.edu/epi/prosp_students/phd_prog_desc.html,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,Agricultural Safety and Health,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,Industrial Hygiene,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,Agricultural Safety and Health,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,Industrial Hygiene,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,,34,,44,No,5,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,Agricultural Safety and Health,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,Industrial Hygiene,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,Agricultural Safety and Health,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,Industrial Hygiene,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Iowa College of Public Health,Doctoral,,68,PhD,Occupational and Enviornmental Health,,34,,44,No,7,http://www.public-health.uiowa.edu/oeh/prosp_students/programs/,,,,,,,
University of Kentucky College of Public Health,Doctoral,,6,Dr.P.H. ,Biostatistics,,3,,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Doctoral,,6,Dr.P.H. ,Environmental Health,,10,34,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Doctoral,,6,Dr.P.H. ,Epidemiology,,11,,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Doctoral,,6,Dr.P.H. ,Health Behavior ,,18,28,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Doctoral,,6,Dr.P.H. ,Health Services Management ,,16,,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Masters,,20,MPH,Biostatistics,,3,,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Masters,,20,MPH,Environmental Health,,10,34,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Masters,,20,MPH,Epidemiology,,11,,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Masters,,20,MPH,General MPH (Student will declare concentration later),,14,,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Masters,,20,MPH,Health Behavior ,,18,28,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Masters,,20,MPH,Health Services Management ,,16,,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Masters,yes,32,MD/MPH,MD/MPH ,,35,,,Yes,5,www.mc.uky.edu/PublicHealth,,,,,,,
University of Kentucky College of Public Health,Masters,yes,48,PharmD/MPH,Biostatistics ,,3,,,Yes,5,,,,,,,,
University of Kentucky College of Public Health,Masters,yes,48,PharmD/MPH,Environmental Health ,,10,,,Yes,5,,,,,,,,
University of Kentucky College of Public Health,Masters,yes,48,PharmD/MPH, Epidemiology ,,11,,,Yes,5,,,,,,,,
University of Kentucky College of Public Health,Masters,yes,48,PharmD/MPH,Health Behavior  ,,18,,,Yes,5,,,,,,,,
University of Kentucky College of Public Health,Masters,yes,48,PharmD/MPH, Health Services Management ,,16,,,Yes,5,,,,,,,,
University of Kentucky College of Public Health,Doctoral,,68,Ph.D. ,Gerontology ,,1,,,No,5,Gerontologyinfo@email.uky.edu,,,,,,,
University of Louisville School of Public Health and Information Sciences,,,3,Certificate,Clinical Investigation Sciences,,4,21,,NO,5,http://louisville.edu/sphis/academics/certificate-in-clinical-investigation-sciences.html,http://louisville.edu/sphis/academics/certificate-in-clinical-investigation-sciences.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,,20,MPH,Epidemiology,,11,,,YES,5,http://louisville.edu/sphis/academics/master-of-public-health.html,http://louisville.edu/sphis/academics/master-of-public-health.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,,20,MPH,Biostatistics,,3,,,YES,5,http://louisville.edu/sphis/academics/master-of-public-health.html,http://louisville.edu/sphis/academics/master-of-public-health.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,,20,MPH,Health Management,,16,,,YES,5,http://louisville.edu/sphis/academics/master-of-public-health.html,http://louisville.edu/sphis/academics/master-of-public-health.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,,20,MPH,Health Behavior,,18,,,YES,5,http://louisville.edu/sphis/academics/master-of-public-health.html,http://louisville.edu/sphis/academics/master-of-public-health.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,,20,MPH,Environmental Health,,10,,,YES,5,http://louisville.edu/sphis/academics/master-of-public-health.html,http://louisville.edu/sphis/academics/master-of-public-health.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,yes,32,MD/MPH,Biostatistics,,11,10,,NO,4,,,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,yes,32,MD/MPH,Health Administration,,18,,,NO,4,,,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,yes,49,Joint Master of Science in Biostatistics-Decision Science and PhD in Applied and Industrial Math,Biostatistics-Decision Science,,3,,,No,5,http://louisville.edu/sphis/academics/dual-master-of-science-ms-in-biostatistics-decision-science-and-doctor-of-philosophy-phd-in-applied-and-industrial-mathematics.html,http://louisville.edu/sphis/academics/dual-master-of-science-ms-in-biostatistics-decision-science-and-doctor-of-philosophy-phd-in-applied-and-industrial-mathematics.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,,54,Master of Science (MS),Biostatistics-Decision Science,,3,24,,No,5,http://louisville.edu/sphis/academics/master-of-science-ms-in-biostatistics-decision-science.html,http://louisville.edu/sphis/academics/master-of-science-ms-in-biostatistics-decision-science.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,,54,Master of Science (MS),Epidemiology,,11,38,,No,5,http://louisville.edu/sphis/academics/academics.html,http://louisville.edu/sphis/academics/academics.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,,54,Master of Science (MSc),Clinical Investigation Sciences,,4,21,,No,5,http://louisville.edu/sphis/academics/msc-in-clinical-investigation-sciences.html,http://louisville.edu/sphis/academics/msc-in-clinical-investigation-sciences.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Masters,yes,60,Joint MD/MSc,Clinical Investigation Sciences,,4,21,,No,5,http://louisville.edu/sphis/academics/joint-md-msc-in-clinical-investigation-sciences.html,http://louisville.edu/sphis/academics/joint-md-msc-in-clinical-investigation-sciences.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Doctoral,,68,PhD,Biostatistics-Decision Science,,3,24,,No,5,http://louisville.edu/sphis/academics/phd-in-biostatistics-decision-science.html,http://louisville.edu/sphis/academics/phd-in-biostatistics-decision-science.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Doctoral,,68,PhD in Public Health Sciences,Epidemiology,,11,38,,No,5,http://louisville.edu/sphis/academics/academics.html,http://louisville.edu/sphis/academics/academics.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Doctoral,,68,PhD in Public Health Sciences,Environmental Health,,10,34,,No,5,http://louisville.edu/sphis/academics/phd-in-public-health-sciences-environmental-health.html,http://louisville.edu/sphis/academics/phd-in-public-health-sciences-environmental-health.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Doctoral,,68,PhD in Public Health Sciences,Health Management,,16,27,,No,5,http://louisville.edu/sphis/academics/academics.html,http://louisville.edu/sphis/academics/academics.html,,,,,,
University of Louisville School of Public Health and Information Sciences,Doctoral,,68,PhD in Public Health Sciences,Health Promotion,,18,20,,No,5,http://louisville.edu/sphis/academics/academics.html,http://louisville.edu/sphis/academics/academics.html,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Biostatistics - Newark campus,,3,,,Yes,5,http://sph.umdnj.edu/dept/qnme/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Biostatistics - Newark campus,,3,,,Yes,5,http://sph.umdnj.edu/dept/qnme/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Biostatistics - Piscataway/New Brunswick campus,,3,,,Yes,5,http://sph.umdnj.edu/dept/bist/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Environmental and Occupational Health - Piscataway/New Brunswick campus,,10,34,,Yes,5,http://sph.umdnj.edu/dept/enoh/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Epidemiology - Newark campus,,11,4,,Yes,5,http://sph.umdnj.edu/dept/qnme/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Epidemiology - Piscataway/New Brunswick campus,,11,4,,Yes,5,http://sph.umdnj.edu/dept/epid/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Health Education and Behavorial Science - Piscataway/New Brunswick campus,,18,20,,Yes,5,http://sph.umdnj.edu/dept/hebs/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Health Systems and Policy - Piscataway/New Brunswick campus,,27,47,,Yes,5,http://sph.umdnj.edu/dept/hsap.pnb/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Biostatistics - Newark campus,,3,,,Yes,3,http://sph.umdnj.edu/dept/qnme/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Biostatistics - Piscataway/New Brunswick campus,,3,,,Yes,3,http://sph.umdnj.edu/dept/bist/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
University of Medicine and Dentistry of New Jersey School of Public Health,Doctoral,,6,DrPH,Environmental and Occupational Health - Piscataway/New Brunswick campus,,10,34,,Yes,3,http://sph.umdnj.edu/dept/enoh/,http://sph.umdnj.edu/degrees/degreeDetail.cfm?tblDegr_ID_pk=3,,,,,,
