ProgramName	Tag1	Tag2	Tag3	SophasYesNo	DescriptionLink	Description	SchoolName	TermID	DegreeType	DegreeID	ValidatedDegreeName	DepartmentLink	DualCombined	Concentration	AppInformation	AppRequirement		
Global Health	25	31	40	Yes			George Washington University School of Public Health and Health Services	Summer 2009	Masters	32	MD/MPH	http://www.gwumc.edu/sphhs/departments/	yes		http://www.sophas.org/schools/GeorgeWashington.cfm	http://www.sophas.org/documents/GW.pdf		
Environmental and Occupational Health	10	34	44	Yes			George Washington University School of Public Health and Health Services	Fall 2009	Masters	32	MD/MPH	http://www.gwumc.edu/sphhs/departments/	yes		http://www.sophas.org/schools/GeorgeWashington.cfm	http://www.sophas.org/documents/GW.pdf		
Environmental and Occupational Health	10	34	44	Yes			George Washington University School of Public Health and Health Services	Spring 2009	Masters	32	MD/MPH	http://www.gwumc.edu/sphhs/departments/	yes		http://www.sophas.org/schools/GeorgeWashington.cfm	http://www.sophas.org/documents/GW.pdf		
Environmental and Occupational Health	10	34	44	Yes			George Washington University School of Public Health and Health Services	Summer 2009	Masters	32	MD/MPH	http://www.gwumc.edu/sphhs/departments/	yes		http://www.sophas.org/schools/GeorgeWashington.cfm	http://www.sophas.org/documents/GW.pdf		
Community Health & Medicine	11	3	0	Yes			Saint Louis University School of Public Health	Fall 2009	Masters	32	MPH/MD		yes		http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Community Health & Medicine	7	47	27	Yes			Saint Louis University School of Public Health	Fall 2009	Masters	32	MPH/MD		yes		http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Biomedical Sciences	2	0	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	0	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biostatistics	3	0	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biostatistics	3	0	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	0	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	0	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Epidemiology	11	0	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Epidemiology	11	0	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Social Behavior & Community Health	7	18	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Social Behavior & Community Health	7	18	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Health Administration	16	27	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Health Administration	16	27	0	Yes	http://www.albany.edu/sph/academicprograms/dualdegree.htm		SUNY Albany School of Public Health	Fall 2009	Masters	32	MD/MPH	http://www.albany.edu/sph/academicprograms/mph.htm	yes		http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
International Health & Development	25	0	0	no		"Tulane's MD/MPH program offers options for students who have already been admitted to Tulane University School of Medicine and who wish to complete the requirements for both the medical degree and public health degree. Requirements for the MD/MPH combined degree should be completed within 4 years.  Students may begin the combined degree program as early as the summer before their School of Medicine curriculum begins. 

The Department of International Health and Development is dedicated to improving the health status of populations throughout the world. The MD/MPH program in this department addresses the needs of medical students who intend to work outside the U.S. in international organizations, or in multicultural contexts, through development of methodological skills for program and policy formulation, implementation and evaluation. The curriculum and applied learning opportunities draw on the department?s extensive overseas research and programs in developing countries, support to major international organizations and more than twenty years of experience providing training to students from around the world."	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Masters	32	MD/MPH     	http://www.sph.tulane.edu/IHD/index.htm	yes		http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
International Health & Development	25	0	0	no		"Tulane's MD/MPH program offers options for students who have already been admitted to Tulane University School of Medicine and who wish to complete the requirements for both the medical degree and public health degree. Requirements for the MD/MPH combined degree should be completed within 4 years.  Students may begin the combined degree program as early as the summer before their School of Medicine curriculum begins. 

The MD/MPH program focusing in Community Health Sciences prepares health professionals for leadership in community health practice through education, research, and practice directed at community-based health promotion and disease prevention."	Tulane University School of Public Health and Tropical Medicine	Summer 2009	Masters	32	MD/MPH     	http://www.sph.tulane.edu/IHD/index.htm	yes		http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Community Health Sciences	18	20	0	no		"Tulane's MD/MPH program offers options for students who have already been admitted to Tulane University School of Medicine and who wish to complete the requirements for both the medical degree and public health degree. Requirements for the MD/MPH combined degree should be completed within 4 years.  Students may begin the combined degree program as early as the summer before their School of Medicine curriculum begins. 

The MD/MPH program focusing in Community Health Sciences prepares health professionals for leadership in community health practice through education, research, and practice directed at community-based health promotion and disease prevention."	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Masters	32	MD/MPH     	http://www.sph.tulane.edu/CHS/index.htm	yes		http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Community Health Sciences	28	46	0	no		"Tulane's MD/MPH program offers options for students who have already been admitted to Tulane University School of Medicine and who wish to complete the requirements for both the medical degree and public health degree. Requirements for the MD/MPH combined degree should be completed within 4 years.  Students may begin the combined degree program as early as the summer before their School of Medicine curriculum begins. 

The MD/MPH program focusing in Community Health Sciences prepares health professionals for leadership in community health practice through education, research, and practice directed at community-based health promotion and disease prevention."	Tulane University School of Public Health and Tropical Medicine	Summer 2009	Masters	32	MD/MPH     	http://www.sph.tulane.edu/CHS/index.htm	yes		http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Epidemiology	11	23	15	no		"Tulane's MD/MPH program offers options for students who have already been admitted to Tulane University School of Medicine and who wish to complete the requirements for both the medical degree and public health degree. Requirements for the MD/MPH combined degree should be completed within 4 years.  Students may begin the combined degree program as early as the summer before their School of Medicine curriculum begins. 

The MD/MPH program focusing in Community Health Sciences prepares health professionals for leadership in community health practice through education, research, and practice directed at community-based health promotion and disease prevention."	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Masters	32	MD/MPH     	http://www.sph.tulane.edu/epidemiology/index.html	yes		http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
